,Title,District,District ID,price,متراژ,نوع ملک,تعداد اتاق,پارکینگ,انباری,آسانسور,سن بنا,قیمت هر متر
166,فروش آپارتمان 29 متر در آذربایجان,آذربایجان,931,"1,380,000,000",29,آپارتمان,1,,دارد,,18 سال,"47,586,000"
167,فروش آپارتمان 62,آذربایجان,931,"2,950,000,000",62,آپارتمان,2,دارد,دارد,,14 سال,"47,581,000"
168,فروش آپارتمان 86 متر در آذربایجان,آذربایجان,931,"4,700,000,000",86,آپارتمان,2,دارد,دارد,دارد,نوساز,"54,651,000"
169,فروش آپارتمان 122 متر در آذربایجان,آذربایجان,931,"7,220,000,000",122,آپارتمان,3,دارد,دارد,دارد,5 سال,"59,180,000"
170,68 متر باز سازی شده براصلی کارون تقاطع بهنود,آذربایجان,931,"2,450,000,000",68,آپارتمان,1,,دارد,,بیشتر از 30 سال,"36,029,000"
171,فروش آپارتمان 47 متر در آذربایجان,آذربایجان,931,"2,270,000,000",47,آپارتمان,1,دارد,دارد,دارد,1 سال,"48,298,000"
172,فروش آپارتمان 122 متر در آذربایجان,آذربایجان,931,"7,080,000,000",122,آپارتمان,3,دارد,دارد,دارد,5 سال,"58,033,000"
173,فروش آپارتمان 42 متر در آذربایجان,آذربایجان,931,"2,380,000,000",42,آپارتمان,1,دارد,دارد,,10 سال,"56,667,000"
174,فروش آپارتمان 62 متر در آذربایجان خوش نقشه,آذربایجان,931,"2,950,000,000",62,آپارتمان,2,,دارد,,17 سال,"47,581,000"
175,فروش آپارتمان 48 متر در آذربایجان,آذربایجان,931,"1,750,000,000",48,آپارتمان,1,,دارد,,20 سال,"36,458,000"
176,فروش آپارتمان 39 متر در آذربایجان,آذربایجان,931,"1,330,000,000",39,آپارتمان,1,,دارد,,20 سال,"34,103,000"
177,فروش اپارتمان,آذربایجان,931,قیمت توافقی,۷۸,آپارتمان,۲,,دارد,,۱۳ سال,
178,فروش آپارتمان 40 متر در آذربایجان,آذربایجان,931,"2,250,000,000",40,آپارتمان,1,دارد,دارد,دارد,5 سال,"56,250,000"
179,فروش آپارتمان 43 متر در آذربایجان,آذربایجان,931,"2,680,000,000",43,آپارتمان,1,دارد,دارد,,16 سال,"62,326,000"
180,فروش آپارتمان 45 متر در آذربایجان,آذربایجان,931,"1,750,000,000",45,آپارتمان,1,,دارد,,21 سال,"38,889,000"
181,فروش آپارتمان 45 متر در آذربایجان,آذربایجان,931,"2,000,000,000",45,آپارتمان,1,,دارد,,20 سال,"44,444,000"
182,فروش آپارتمان 44 متر در آذربایجان,آذربایجان,931,"2,400,000,000",44,آپارتمان,1,دارد,دارد,,16 سال,"54,545,000"
183,80 متر‌ رودکی / فول دیزاین,آذربایجان,931,"2,720,000,000",80,آپارتمان,2,,دارد,,31 سال,"34,000,000"
184,فروش آپارتمان 48 متر در آذربایجان فوری,آذربایجان,931,"1,750,000,000",48,آپارتمان,1,,دارد,,18 سال,"36,458,000"
185,واحد اکازیون 64 متری,آذربایجان,931,"2,495,000,000",64,آپارتمان,2,,دارد,دارد,7 سال,"38,984,000"
186,فروش آپارتمان 57 متر در آذربایجان,آذربایجان,931,"3,100,000,000",57,آپارتمان,1,دارد,دارد,,10 سال,"54,386,000"
187,75متردوخواب/فول/پارکینگدار/کوثرستارخان,آذربایجان,931,"4,550,000,000",75,آپارتمان,2,دارد,دارد,,11 سال,"60,667,000"
188,47متری/خوش‌نقشه/فول‌امکانات/رودکی,آذربایجان,931,"1,750,000,000",47,آپارتمان,1,دارد,دارد,,16 سال,"37,234,000"
189,57متر فول بازسازی شده پارکینگ سندی غیرمزاحم چسب آزادی,آذربایجان,931,"2,750,000,000",57,آپارتمان,1,دارد,دارد,,13 سال,"48,246,000"
190,فروش خانه و کلنگی 60 متر در آذربایجان,آذربایجان,931,"3,000,000,000",60,خانه و کلنگی,1,دارد,دارد,,16 سال,"50,000,000"
191,فروش آپارتمان 45 متر در آذربایجان,آذربایجان,931,"1,750,000,000",45,آپارتمان,1,,دارد,,21 سال,"38,889,000"
192,70 متر دوخواب تکواحدی کمیل رودکی,آذربایجان,931,"2,000,000,000",70,آپارتمان,2,,,,28 سال,"28,571,000"
193,فروش آپارتمان 57 متر در آذربایجان,آذربایجان,931,"3,100,000,000",57,آپارتمان,1,,دارد,دارد,نوساز,"54,386,000"
194,فروش آپارتمان 60 متر در آذربایجان,آذربایجان,931,"2,750,000,000",60,آپارتمان,1,,دارد,,16 سال,"45,833,000"
195,فروش آپارتمان 70 متر در آذربایجان,آذربایجان,931,"2,250,000,000",70,آپارتمان,2,,,,31 سال,"32,143,000"
196,فروش آپارتمان 68 متر,آذربایجان,931,"1,970,000,000",68,آپارتمان,2,دارد,دارد,,16 سال,"28,971,000"
197,48 متر / فول امکانات / آذربایجان,آذربایجان,931,"1,770,000,000",48,آپارتمان,1,دارد,دارد,,19 سال,"36,875,000"
198,57متر/2 خواب/قدرالسهم دار. قصرالدشت، بوستان,آذربایجان,931,"2,200,000,000",57,آپارتمان,2,,دارد,,21 سال,"38,596,000"
199,فروش خانه و کلنگی 320 متر در فلسطین,آذربایجان,931,"15,000,000,000",320,خانه و کلنگی,3,,,,31 سال,"46,875,000"
200,57متر/پارکینگ دار/تک واحدی/فروش مبله. ارومیه,آذربایجان,931,"3,100,000,000",57,آپارتمان,1,دارد,دارد,,11 سال,"54,386,000"
201,57متر دوخواب پارکینگ دار دامپزشکی,آذربایجان,931,"2,750,000,000",57,آپارتمان,2,دارد,دارد,,10 سال,"48,246,000"
202,فروش آپارتمان 55 متر در آذربایجان,آذربایجان,931,"2,750,000,000",55,آپارتمان,1,,دارد,دارد,13 سال,"50,000,000"
203,فروش آپارتمان 61 متر در آذربایجان,آذربایجان,931,"2,550,000,000",61,آپارتمان,2,,دارد,,16 سال,"41,803,000"
204,فروش آپارتمان 47 متر در آذربایجان,آذربایجان,931,"2,050,000,000",47,آپارتمان,1,,دارد,,24 سال,"43,617,000"
205,38متر فول بازسازی//آذربایجان,آذربایجان,931,"1,890,000,000",38,آپارتمان,1,,دارد,,22 سال,"49,737,000"
206,80متر 2خوابه سرمایه‌گذاری بحر اصلی بوستان سعدی,آذربایجان,931,"2,720,000,000",80,آپارتمان,2,,دارد,,بیشتر از 30 سال,"34,000,000"
207,فروش آپارتمان 65 متر در آذربایجان,آذربایجان,931,"2,700,000,000",65,آپارتمان,2,دارد,دارد,,13 سال,"41,538,000"
208,70 متر دوخواب آزادی خوش,آذربایجان,931,قیمت توافقی,۷۰,آپارتمان,۲,,دارد,دارد,۱۲ سال,
209,فروش آپارتمان 57 متر در آذربایجان,آذربایجان,931,"2,250,000,000",57,آپارتمان,1,,دارد,,13 سال,"39,474,000"
210,فروش آپارتمان 38 متر در آذربایجان,آذربایجان,931,"1,850,000,000",38,آپارتمان,1,,دارد,,21 سال,"48,684,000"
211,فروش آپارتمان 55 متر در آذربایجان,آذربایجان,931,"2,150,000,000",55,آپارتمان,1,دارد,دارد,,19 سال,"39,091,000"
212,فروش آپارتمان 62 متر در آذربایجان,آذربایجان,931,"2,950,000,000",62,آپارتمان,2,,,,18 سال,"47,581,000"
213,فروش آپارتمان 82 متر در آذری,آذری,932,"2,400,000,000",82,آپارتمان,2,دارد,,دارد,نوساز,"29,268,000"
214,واحد 69 متری واقع در مهرآباد جنوبی(آذری),آذری,932,"2,005,000,000",69,آپارتمان,1,,دارد,,21 سال,"29,058,000"
215,فروش آپارتمان 48 متر در آذری,آذری,932,"1,500,000,000",48,آپارتمان,1,,دارد,,21 سال,"31,250,000"
216,فروش آپارتمان 51 متر در امام زاده حسن,آذری,932,"1,560,000,000",51,آپارتمان,1,,,دارد,5 سال,"30,588,000"
217,50 متر خوش نقشه تک واحدی / شخصی ساز,آذری,932,"1,400,000,000",50,آپارتمان,1,,دارد,,6 سال,"28,000,000"
218,فروش آپارتمان 82 متر در بریانک,آذری,932,قیمت توافقی,۸۲,آپارتمان,۲,دارد,,دارد,۱ سال,
219,فروش آپارتمان 43 متر در آذری,آذری,932,"1,310,000,000",43,آپارتمان,1,دارد,دارد,,15 سال,"30,465,000"
220,58 متری اقبال بهترین گزینه منطقه ( گذر 8 متری ),آذری,932,"1,950,000,000",58,آپارتمان,1,دارد,دارد,,13 سال,"33,621,000"
221,فروش آپارتمان 100 متر در آذری,آذری,932,قیمت توافقی,۱۰۰,آپارتمان,۲,دارد,دارد,دارد,نوساز,
222,48متر شیک و فول بازسازی/خوش نقشه نورگیر عالی,آذری,932,"1,430,000,000",48,آپارتمان,1,,دارد,,21 سال,"29,792,000"
223,63 متری/1خواب/اذری,آذری,932,"1,630,000,000",63,آپارتمان,1,,,,16 سال,"25,873,000"
224,فروش آپارتمان 100 متر در آذری,آذری,932,"1,400,000,000",100,آپارتمان,2,دارد,دارد,دارد,نوساز,"14,000,000"
225,فروش آپارتمان 100 متر در آذری,آذری,932,"1,400,000,000",100,آپارتمان,2,دارد,دارد,دارد,نوساز,"14,000,000"
226,اپارتمان 149متری تک واحدخوش نقشه,آذری,932,"4,800,000,000",149,آپارتمان,3,دارد,دارد,دارد,3 سال,"32,215,000"
227,فروش آپارتمان 82 متر در آذری,آذری,932,"2,200,000,000",82,آپارتمان,2,دارد,,دارد,نوساز,"26,829,000"
228,فروش آپارتمان 49 متر در آذری,آذری,932,"1,480,000,000",49,آپارتمان,1,دارد,دارد,,10 سال,"30,204,000"
229,فروش آپارتمان 82 متر در آذری,آذری,932,قیمت توافقی,۸۲,آپارتمان,۲,دارد,,دارد,نوساز,
230,فروش آپارتمان 82 متر در آذری,آذری,932,"2,250,000,000",82,آپارتمان,2,دارد,,دارد,1 سال,"27,439,000"
231,فروش آپارتمان 49 متر در آذری,آذری,932,"1,350,000,000",49,آپارتمان,1,,,,15 سال,"27,551,000"
232,فروش آپارتمان 70 متر در گمرک,آذری,932,"2,600,000,000",70,آپارتمان,3,,دارد,دارد,10 سال,"37,143,000"
233,فروش آپارتمان 101 متر در آذری,آذری,932,قیمت توافقی,۱۰۱,آپارتمان,۲,دارد,دارد,دارد,نوساز,
234,فروش آپارتمان 48 متر در آذری,آذری,932,"1,480,000,000",48,آپارتمان,1,دارد,دارد,,13 سال,"30,833,000"
235,فروش آپارتمان 81 متر در آذری,آذری,932,"1,370,000,000",81,آپارتمان,2,دارد,دارد,دارد,نوساز,"16,914,000"
236,فروش آپارتمان 82 متر در آذری,آذری,932,"2,200,000,000",82,آپارتمان,2,دارد,,دارد,نوساز,"26,829,000"
237,فروش آپارتمان 37 متر در آذری,آذری,932,"1,090,000,000",37,آپارتمان,1,,دارد,دارد,3 سال,"29,459,000"
238,فروش آپارتمان 46 متر در آذری,آذری,932,"1,390,000,000",46,آپارتمان,1,,,,21 سال,"30,217,000"
239,فروش آپارتمان 49 متر در آذری,آذری,932,"1,350,000,000",49,آپارتمان,1,,دارد,,20 سال,"27,551,000"
240,فروش آپارتمان 48 متر در آذری,آذری,932,"1,250,000,000",48,آپارتمان,1,,دارد,,26 سال,"26,042,000"
241,فروش آپارتمان 82 متر در آذری,آذری,932,"2,350,000,000",82,آپارتمان,2,دارد,,دارد,نوساز,"28,659,000"
242,فروش آپارتمان 45 متر در آذری قدرت پاکی,آذری,932,"1,460,000,000",45,آپارتمان,1,,دارد,,19 سال,"32,444,000"
243,فروش آپارتمان 44 متر در آذری,آذری,932,"1,070,000,000",44,آپارتمان,1,,,,13 سال,"24,318,000"
244,فروش واحد120مترنقلی اوکاذیون خوش نقشه باویوی ابدی ازتعاونی,آذری,932,"1,656,000,000",120,آپارتمان,2,دارد,دارد,دارد,نوساز,"13,800,000"
245,فروش آپارتمان 82 متر در آذری,آذری,932,"2,350,000,000",82,آپارتمان,2,دارد,,دارد,نوساز,"28,659,000"
246,آپارتمان 82 متری در آذری,آذری,932,"1,850,000,000",82,آپارتمان,2,دارد,دارد,دارد,نوساز,"22,561,000"
247,فروش آپارتمان 60 متر در آذری,آذری,932,"2,080,000,000",60,آپارتمان,1,دارد,,,12 سال,"34,667,000"
248,فروش آپارتمان 48 متر در آذری,آذری,932,"1,150,000,000",48,آپارتمان,1,,دارد,,18 سال,"23,958,000"
249,44متر با پارکینگ تکواحدی//قزوین,آذری,932,"1,300,000,000",44,آپارتمان,1,دارد,دارد,,12 سال,"29,545,000"
250,ملک کلنگی مناسب سرمایه گذاری,آذری,932,"5,700,000,000",83,خانه و کلنگی,2,,دارد,,بیشتر از 30 سال,"68,675,000"
251,فروش آپارتمان 82 متر در آذری,آذری,932,"1,950,000,000",82,آپارتمان,2,دارد,,دارد,نوساز,"23,780,000"
252,فروش آپارتمان 114 متر در آذری,آذری,932,"3,300,000,000",114,آپارتمان,3,دارد,دارد,دارد,4 سال,"28,947,000"
253,فروش آپارتمان 45 متر در آذری,آذری,932,"1,430,000,000",45,آپارتمان,1,,دارد,,21 سال,"31,778,000"
254,فروش آپارتمان 42 متر در آذری,آذری,932,قیمت توافقی,۴۲,آپارتمان,۱,,,,۱۱ سال,
255,فروش آپارتمان 48 متر در آذری,آذری,932,"1,470,000,000",48,آپارتمان,1,دارد,دارد,,13 سال,"30,625,000"
256,فروش آپارتمان 82 متر در آذری,آذری,932,"2,200,000,000",82,آپارتمان,2,دارد,,دارد,نوساز,"26,829,000"
257,78 متر امامزاده عبداله با جواز ساخت,آذری,932,"3,600,000,000",78,خانه و کلنگی,2,,,,بیشتر از 30 سال,"46,154,000"
